eventID,sceneID,speakerID,Nick Fury (1),Phil Coulson (2),Maria Hill (3),Erik Selvig (4),Clint Barton (5),Loki (6),Luchkov (7),Natasha Romanoff (8),Bruce Banner (9),Steve Rogers (10),Tony Stark (11),Pepper Potts (12),JARVIS (13),The Other (14),Jasper Sitwell (15),Thor (16)
720,50,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
721,50,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
722,50,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
723,50,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
724,50,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
725,50,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
726,50,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
727,50,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
728,51,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
729,51,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
730,51,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
731,51,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
732,52,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
733,52,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
734,52,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
735,52,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
736,52,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
737,52,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
738,52,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
739,52,11,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
740,52,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
741,52,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
742,52,11,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
743,52,8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
744,52,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
745,52,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
746,52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
747,52,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
748,52,10,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
749,52,9,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
750,52,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
751,52,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
752,52,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
753,52,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
754,52,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
755,52,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
756,52,11,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
757,52,8,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
758,52,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
759,52,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
760,52,8,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
761,52,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
762,52,10,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1
763,52,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
764,52,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
765,52,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
766,52,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
767,52,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
768,52,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
769,52,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
770,53,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,54,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
772,54,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
773,54,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
774,54,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
775,54,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
776,54,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
777,54,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
778,55,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
779,55,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
780,55,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
781,55,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
782,55,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
783,55,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
784,55,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
785,56,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
786,56,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
787,57,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
788,57,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
789,57,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
790,57,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
791,57,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
792,57,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
793,58,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
794,58,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
795,58,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
796,58,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
797,58,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
798,58,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
799,58,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
800,59,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
801,59,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
802,59,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
803,60,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,60,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
805,60,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,60,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
807,60,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
808,60,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
809,61,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
810,61,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
811,62,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
812,62,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
813,62,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
814,62,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
815,62,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
816,62,11,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
817,62,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
818,62,11,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
819,62,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
820,62,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
821,62,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
822,62,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
823,63,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
824,63,16,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0
825,63,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
826,63,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
827,63,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
828,63,16,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
829,63,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
830,64,6,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1
831,65,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,65,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
833,65,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,65,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
835,65,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,65,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
