eventID,sceneID,speakerID,The Ancient One (1),Kaecilius (2),Stephen Strange (3),Billy (4),Christine Palmer (5),Nicodemus West (6),Jonathan Pangborn (7),Mordo (8),Wong (9),Daniel Drumm (10),Dormammu (11),Thor (12)
145,14,3,1,0,0,0,0,0,0,0,0,0,0,0
146,14,1,0,0,1,0,0,0,0,0,0,0,0,0
147,14,3,1,0,0,0,0,0,0,0,0,0,0,0
148,14,1,0,0,1,0,0,0,0,0,0,0,0,0
149,14,3,1,0,0,0,0,0,0,0,0,0,0,0
150,14,1,0,0,1,0,0,0,0,0,0,0,0,0
151,14,3,1,0,0,0,0,0,0,0,0,0,0,0
152,14,1,0,0,1,0,0,0,0,0,0,0,0,0
153,14,3,1,0,0,0,0,0,0,0,0,0,0,0
154,14,1,0,0,1,0,0,0,0,0,0,0,0,0
155,14,3,1,0,0,0,0,0,0,0,0,0,0,0
156,14,1,0,0,1,0,0,0,0,0,0,0,0,0
157,14,3,1,0,0,0,0,0,0,0,0,0,0,0
158,14,1,0,0,1,0,0,0,0,0,0,0,0,0
159,14,3,1,0,0,0,0,0,0,0,0,0,0,0
160,14,1,0,0,1,0,0,0,0,0,0,0,0,0
161,14,3,1,0,0,0,0,0,0,0,0,0,0,0
162,14,1,0,0,1,0,0,0,0,0,0,0,0,0
