eventID,sceneID,speakerID,Tony Stark (1),Jimmy (2),James Rhodes (3),Obadiah Stane (4),Christine Everhart (5),Happy Hogan (6),JARVIS (7),Pepper Potts (8),General Gabriel (9),Ho Yinsen (10),Abu Bakaar (11),Raza (12),Phil Coulson (13),Ramirez (14),Major Allen (15),William Riva (16),Pratt (17),Nick Fury (18)
717,61,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
718,61,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,61,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
720,61,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,61,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
722,61,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
723,61,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
724,61,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,61,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,61,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,61,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
728,61,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,61,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,61,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,61,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,61,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,61,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
734,61,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,61,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
736,61,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,61,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
738,61,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,61,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
740,61,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,61,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
742,61,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,61,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,61,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,61,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,61,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,61,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,61,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
749,61,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,61,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
751,61,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,61,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
753,61,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,61,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
755,61,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,61,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
757,61,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,61,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
759,61,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,61,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
761,61,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,61,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
763,61,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,61,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,61,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,61,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,61,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,61,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,61,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
770,61,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,61,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,61,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
773,61,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,61,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,61,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
776,61,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,61,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
778,62,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
779,62,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,62,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
781,62,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,62,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
783,62,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,62,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
785,62,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,62,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
787,62,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,62,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
789,62,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,62,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
791,62,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,62,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
793,62,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
794,62,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
795,62,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
796,62,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,62,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
798,62,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,62,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
800,62,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,62,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
802,62,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,62,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
804,62,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,62,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
806,62,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,62,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,62,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
809,63,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,63,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
811,63,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,63,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
813,63,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,64,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
815,64,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,64,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
818,64,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
820,64,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
